Age,Gender,Race,Precinct,Total Voters: 2020
35 to 49,Male,White,Rochester W2 P9,4
35 to 49,Male,White,Rochester W4 P10,8
35 to 49,Male,White,Rochester W4 P11,9
35 to 49,Male,White,Rochester W4 P12,3
35 to 49,Male,White,Rochester W4 P13,2
35 to 49,Male,White,Rochester W4 P8,7
35 to 49,Male,White,Rochester W4 P9,1
35 to 49,Male,White,Rochester W5 P14,2
35 to 49,Male,White,Rock Dell Twp.,4
35 to 49,Male,White,Salem Twp.,2
35 to 49,Male,White,Stewartville,13
35 to 49,Male,White,West Concord,2
35 to 49,Female,Asian,Byron,2
35 to 49,Female,Asian,Kasson P-2,2
35 to 49,Female,Asian,Rochester Twp P-1,3
35 to 49,Female,Asian,Rochester W1 P1,6
35 to 49,Female,Asian,Rochester W1 P11,1
35 to 49,Female,Asian,Rochester W1 P12,2
35 to 49,Female,Asian,Rochester W1 P13,2
35 to 49,Female,Asian,Rochester W1 P2,3
35 to 49,Female,Asian,Rochester W1 P7,5
35 to 49,Female,Asian,Rochester W2 P11,1
35 to 49,Female,Asian,Rochester W2 P3,1
35 to 49,Female,Asian,Rochester W4 P10,1
35 to 49,Female,Asian,Stewartville,2
35 to 49,Female,Asian,Byron,1
35 to 49,Female,Asian,Claremont Twp.,1
35 to 49,Female,Asian,Rochester Twp P-1,9
35 to 49,Female,Asian,Rochester W1 P10,2
35 to 49,Female,Asian,Rochester W1 P13,3
35 to 49,Female,Asian,Rochester W1 P2,1
35 to 49,Female,Asian,Rochester W1 P4,1
35 to 49,Female,Asian,Rochester W1 P5,1
35 to 49,Female,Asian,Rochester W1 P6,4
35 to 49,Female,Asian,Rochester W1 P7,2
35 to 49,Female,Asian,Rochester W1 P9,1
35 to 49,Female,Asian,Rochester W2 P1,2
35 to 49,Female,Asian,Rochester W2 P11,2
35 to 49,Female,Asian,Rochester W2 P2,1
35 to 49,Female,Asian,Rochester W2 P3,1
35 to 49,Female,Asian,Rochester W2 P4,1
35 to 49,Female,Asian,Rochester W2 P5,2
35 to 49,Female,Asian,Rochester W2 P6,2
35 to 49,Female,Asian,Rochester W4 P13,1
35 to 49,Female,Asian,Rochester W4 P8,3
35 to 49,Female,Asian,Rochester W4 P9,1
35 to 49,Female,Asian,Rochester W5 P14,1
35 to 49,Female,Asian,Byron,2
35 to 49,Female,Asian,Dodge Center P-1,1
35 to 49,Female,Asian,Kalmar Twp.,1
35 to 49,Female,Asian,Rochester Twp P-1,2
35 to 49,Female,Asian,Rochester W1 P12,1
35 to 49,Female,Asian,Rochester W1 P13,2
35 to 49,Female,Asian,Rochester W1 P6,1
35 to 49,Female,Asian,Rochester W1 P7,2
35 to 49,Female,Asian,Rochester W2 P5,1
35 to 49,Female,Asian,Rochester W2 P6,2
35 to 49,Female,Asian,Rochester W2 P9,1
35 to 49,Female,Asian,Rochester W4 P10,1
35 to 49,Female,Asian,Rochester W4 P11,2
35 to 49,Female,Asian,Rochester W4 P8,1
35 to 49,Female,Asian,Rochester W5 P14,2
35 to 49,Female,Asian,Stewartville,1
35 to 49,Female,Black,Rochester W1 P11,1
35 to 49,Female,Black,Rochester W1 P12,1
35 to 49,Female,Black,Rochester W1 P7,1
35 to 49,Female,Black,Rochester W2 P1,1
35 to 49,Female,Black,Rochester W2 P2,2
35 to 49,Female,Black,Rochester W2 P5,1
35 to 49,Female,Black,Rochester W4 P10,3
35 to 49,Female,Black,Rochester W4 P11,4
35 to 49,Female,Black,Rochester W4 P8,3
35 to 49,Female,Black,Rochester W4 P9,8
35 to 49,Female,Black,Byron,1
35 to 49,Female,Black,Rochester Twp P-3,1
35 to 49,Female,Black,Rochester W1 P10,1
35 to 49,Female,Black,Rochester W1 P11,2
35 to 49,Female,Black,Rochester W1 P12,3
35 to 49,Female,Black,Rochester W1 P2,1
35 to 49,Female,Black,Rochester W1 P4,1
35 to 49,Female,Black,Rochester W1 P5,4
35 to 49,Female,Black,Rochester W1 P6,1
35 to 49,Female,Black,Rochester W2 P1,1
35 to 49,Female,Black,Rochester W2 P11,1
35 to 49,Female,Black,Rochester W2 P2,1
35 to 49,Female,Black,Rochester W2 P4,2
35 to 49,Female,Black,Rochester W2 P5,1
35 to 49,Female,Black,Rochester W2 P6,4
35 to 49,Female,Black,Rochester W4 P10,6
35 to 49,Female,Black,Rochester W4 P11,1
35 to 49,Female,Black,Rochester W4 P12,2
35 to 49,Female,Black,Rochester W4 P8,1
35 to 49,Female,Black,Rochester W4 P9,2
35 to 49,Female,Black,Rochester Twp P-1,1
35 to 49,Female,Black,Rochester W1 P13,1
35 to 49,Female,Black,Rochester W2 P1,1
35 to 49,Female,Black,Rochester W2 P11,1
35 to 49,Female,Black,Rochester W2 P3,1
35 to 49,Female,Black,Rochester W4 P10,4
35 to 49,Female,Black,Rochester W4 P11,5
35 to 49,Female,Black,Rochester W4 P13,1
35 to 49,Female,Black,Rochester W4 P9,2
35 to 49,Female,Hispanic,Dodge Center P-1,1
35 to 49,Female,Hispanic,Rochester W1 P4,1
35 to 49,Female,Hispanic,Rochester W4 P10,1
35 to 49,Female,Hispanic,Rochester W4 P12,2
35 to 49,Female,Hispanic,Rochester W4 P8,1
35 to 49,Female,Hispanic,Stewartville,1
35 to 49,Female,Hispanic,Byron,2
35 to 49,Female,Hispanic,Cascade Twp. P-3,1
35 to 49,Female,Hispanic,Claremont,1
35 to 49,Female,Hispanic,Claremont Twp.,1
35 to 49,Female,Hispanic,Dodge Center P-1,5
35 to 49,Female,Hispanic,Hayfield,3
35 to 49,Female,Hispanic,Kasson P-2,2
35 to 49,Female,Hispanic,Rochester Twp P-1,1
35 to 49,Female,Hispanic,Rochester W1 P1,2
35 to 49,Female,Hispanic,Rochester W1 P10,1
35 to 49,Female,Hispanic,Rochester W1 P11,1
35 to 49,Female,Hispanic,Rochester W1 P12,5
35 to 49,Female,Hispanic,Rochester W1 P13,1
35 to 49,Female,Hispanic,Rochester W1 P4,2
35 to 49,Female,Hispanic,Rochester W1 P6,3
35 to 49,Female,Hispanic,Rochester W1 P7,3
35 to 49,Female,Hispanic,Rochester W1 P8,2
35 to 49,Female,Hispanic,Rochester W2 P1,2
35 to 49,Female,Hispanic,Rochester W2 P10,1
35 to 49,Female,Hispanic,Rochester W2 P11,2
35 to 49,Female,Hispanic,Rochester W2 P2,2
35 to 49,Female,Hispanic,Rochester W2 P5,1
35 to 49,Female,Hispanic,Rochester W2 P6,1
35 to 49,Female,Hispanic,Rochester W2 P9,1
35 to 49,Female,Hispanic,Rochester W4 P10,3
35 to 49,Female,Hispanic,Rochester W4 P12,6
35 to 49,Female,Hispanic,Rochester W4 P8,1
35 to 49,Female,Hispanic,Rochester W4 P9,1
35 to 49,Female,Hispanic,Salem Twp.,1
35 to 49,Female,Hispanic,Byron,1
35 to 49,Female,Hispanic,Dodge Center P-1,3
35 to 49,Female,Hispanic,Dodge Center P-2,2
35 to 49,Female,Hispanic,Kasson P-2,1
35 to 49,Female,Hispanic,Kasson P-3,1
35 to 49,Female,Hispanic,Rochester W1 P10,1
35 to 49,Female,Hispanic,Rochester W1 P11,1
35 to 49,Female,Hispanic,Rochester W1 P12,4
35 to 49,Female,Hispanic,Rochester W1 P4,1
35 to 49,Female,Hispanic,Rochester W1 P8,2
35 to 49,Female,Hispanic,Rochester W1 P9,1
35 to 49,Female,Hispanic,Rochester W2 P4,1
35 to 49,Female,Hispanic,Rochester W2 P5,1
35 to 49,Female,Hispanic,Rochester W4 P10,1
35 to 49,Female,Hispanic,Rochester W4 P12,4
35 to 49,Female,Hispanic,Rochester W4 P8,2
35 to 49,Female,Hispanic,Rochester W4 P9,1
35 to 49,Female,Hispanic,Stewartville,4
35 to 49,Female,Hispanic,West Concord,1
35 to 49,Female,Native,Rochester W4 P9,1
35 to 49,Female,White,Ashland Twp.,20
35 to 49,Female,White,Byron,577
35 to 49,Female,White,Canisteo Twp.,40
35 to 49,Female,White,Cascade Twp. P-3,19
35 to 49,Female,White,Claremont,25
35 to 49,Female,White,Claremont Twp.,25
35 to 49,Female,White,Concord Twp.,44
35 to 49,Female,White,Dodge Center P-1,139
35 to 49,Female,White,Dodge Center P-2,23
35 to 49,Female,White,Ellington Twp.,15
35 to 49,Female,White,Hayfield,63
35 to 49,Female,White,Hayfield Twp.,39
35 to 49,Female,White,High Forest Twp.,66
35 to 49,Female,White,Kalmar Twp.,89
35 to 49,Female,White,Kasson P-1,54
35 to 49,Female,White,Kasson P-2,344
35 to 49,Female,White,Kasson P-3,76
35 to 49,Female,White,Mantorville,84
35 to 49,Female,White,Mantorville Twp.,171
35 to 49,Female,White,Milton Twp.,59
35 to 49,Female,White,Ripley Twp.,13
35 to 49,Female,White,Rochester Twp P-1,124
35 to 49,Female,White,Rochester Twp P-2,21
35 to 49,Female,White,Rochester Twp P-3,6
35 to 49,Female,White,Rochester W1 P1,69
35 to 49,Female,White,Rochester W1 P10,71
35 to 49,Female,White,Rochester W1 P11,136
35 to 49,Female,White,Rochester W1 P12,143
35 to 49,Female,White,Rochester W1 P13,131
35 to 49,Female,White,Rochester W1 P14,48
35 to 49,Female,White,Rochester W1 P2,53
35 to 49,Female,White,Rochester W1 P4,84
35 to 49,Female,White,Rochester W1 P5,25
35 to 49,Female,White,Rochester W1 P6,140
35 to 49,Female,White,Rochester W1 P7,111
35 to 49,Female,White,Rochester W1 P8,109
35 to 49,Female,White,Rochester W1 P9,34
35 to 49,Female,White,Rochester W2 P1,97
35 to 49,Female,White,Rochester W2 P10,66
35 to 49,Female,White,Rochester W2 P11,108
35 to 49,Female,White,Rochester W2 P2,48
35 to 49,Female,White,Rochester W2 P3,101
35 to 49,Female,White,Rochester W2 P4,93
35 to 49,Female,White,Rochester W2 P5,52
35 to 49,Female,White,Rochester W2 P6,44
35 to 49,Female,White,Rochester W2 P9,67
35 to 49,Female,White,Rochester W4 P10,70
35 to 49,Female,White,Rochester W4 P11,43
35 to 49,Female,White,Rochester W4 P12,36
35 to 49,Female,White,Rochester W4 P13,34
35 to 49,Female,White,Rochester W4 P8,57
35 to 49,Female,White,Rochester W4 P9,19
35 to 49,Female,White,Rochester W5 P14,40
35 to 49,Female,White,Rock Dell Twp.,51
35 to 49,Female,White,Salem Twp.,78
35 to 49,Female,White,Stewartville,442
35 to 49,Female,White,Vernon Twp.,57
35 to 49,Female,White,Wasioja Twp.,60
35 to 49,Female,White,West Concord,37
35 to 49,Female,White,Westfield Twp.,39
35 to 49,Female,White,Ashland Twp.,3
35 to 49,Female,White,Byron,51
35 to 49,Female,White,Canisteo Twp.,1
35 to 49,Female,White,Cascade Twp. P-3,1
35 to 49,Female,White,Claremont,1
35 to 49,Female,White,Claremont Twp.,4
35 to 49,Female,White,Concord Twp.,2
35 to 49,Female,White,Dodge Center P-1,13
35 to 49,Female,White,Dodge Center P-2,6
35 to 49,Female,White,Ellington Twp.,2
35 to 49,Female,White,Hayfield,12
35 to 49,Female,White,Hayfield Twp.,3
35 to 49,Female,White,High Forest Twp.,6
35 to 49,Female,White,Kalmar Twp.,3
35 to 49,Female,White,Kasson P-1,3
35 to 49,Female,White,Kasson P-2,42
35 to 49,Female,White,Kasson P-3,16
35 to 49,Female,White,Mantorville,8
35 to 49,Female,White,Mantorville Twp.,7
35 to 49,Female,White,Milton Twp.,5
35 to 49,Female,White,Rochester Twp P-1,14
35 to 49,Female,White,Rochester W1 P1,6
35 to 49,Female,White,Rochester W1 P10,9
35 to 49,Female,White,Rochester W1 P11,7
35 to 49,Female,White,Rochester W1 P12,9
35 to 49,Female,White,Rochester W1 P13,11
35 to 49,Female,White,Rochester W1 P14,3
35 to 49,Female,White,Rochester W1 P2,4
35 to 49,Female,White,Rochester W1 P4,11
35 to 49,Female,White,Rochester W1 P5,4
35 to 49,Female,White,Rochester W1 P6,11
35 to 49,Female,White,Rochester W1 P7,7
35 to 49,Female,White,Rochester W1 P8,13
35 to 49,Female,White,Rochester W1 P9,7
35 to 49,Female,White,Rochester W2 P1,6
35 to 49,Female,White,Rochester W2 P10,9
35 to 49,Female,White,Rochester W2 P11,11
35 to 49,Female,White,Rochester W2 P2,6
35 to 49,Female,White,Rochester W2 P3,11
35 to 49,Female,White,Rochester W2 P4,8
35 to 49,Female,White,Rochester W2 P5,6
35 to 49,Female,White,Rochester W2 P6,8
35 to 49,Female,White,Rochester W2 P9,3
35 to 49,Female,White,Rochester W4 P10,10
35 to 49,Female,White,Rochester W4 P11,16
35 to 49,Female,White,Rochester W4 P12,9
35 to 49,Female,White,Rochester W4 P13,7
35 to 49,Female,White,Rochester W4 P8,6
35 to 49,Female,White,Rochester W4 P9,3
35 to 49,Female,White,Rochester W5 P14,4
35 to 49,Female,White,Rock Dell Twp.,3
35 to 49,Female,White,Salem Twp.,6
35 to 49,Female,White,Stewartville,44
35 to 49,Female,White,Vernon Twp.,2
35 to 49,Female,White,Wasioja Twp.,5
35 to 49,Female,White,West Concord,7
35 to 49,Female,White,Byron,18
35 to 49,Female,White,Canisteo Twp.,2
35 to 49,Female,White,Claremont,1
35 to 49,Female,White,Claremont Twp.,1
35 to 49,Female,White,Concord Twp.,1
35 to 49,Female,White,Dodge Center P-1,2
35 to 49,Female,White,Hayfield,1
35 to 49,Female,White,Kalmar Twp.,4
35 to 49,Female,White,Kasson P-1,3
35 to 49,Female,White,Kasson P-2,8
35 to 49,Female,White,Kasson P-3,1
35 to 49,Female,White,Mantorville,3
35 to 49,Female,White,Mantorville Twp.,1
35 to 49,Female,White,Milton Twp.,1
35 to 49,Female,White,Rochester Twp P-1,8
35 to 49,Female,White,Rochester Twp P-2,2
35 to 49,Female,White,Rochester W1 P1,4
35 to 49,Female,White,Rochester W1 P10,6
35 to 49,Female,White,Rochester W1 P11,7
35 to 49,Female,White,Rochester W1 P12,12
35 to 49,Female,White,Rochester W1 P13,6
35 to 49,Female,White,Rochester W1 P14,4
35 to 49,Female,White,Rochester W1 P2,4
35 to 49,Female,White,Rochester W1 P4,11
35 to 49,Female,White,Rochester W1 P6,8
35 to 49,Female,White,Rochester W1 P7,14
35 to 49,Female,White,Rochester W1 P8,3
35 to 49,Female,White,Rochester W1 P9,2
35 to 49,Female,White,Rochester W2 P1,12
35 to 49,Female,White,Rochester W2 P10,7
35 to 49,Female,White,Rochester W2 P11,7
35 to 49,Female,White,Rochester W2 P2,1
35 to 49,Female,White,Rochester W2 P3,1
35 to 49,Female,White,Rochester W2 P4,4
35 to 49,Female,White,Rochester W2 P5,4
35 to 49,Female,White,Rochester W2 P6,2
35 to 49,Female,White,Rochester W4 P10,6
35 to 49,Female,White,Rochester W4 P11,3
35 to 49,Female,White,Rochester W4 P12,7
35 to 49,Female,White,Rochester W4 P13,3
35 to 49,Female,White,Rochester W4 P8,4
35 to 49,Female,White,Rochester W4 P9,1
35 to 49,Female,White,Rochester W5 P14,2
35 to 49,Female,White,Rock Dell Twp.,5
35 to 49,Female,White,Salem Twp.,2
35 to 49,Female,White,Stewartville,12
35 to 49,Female,White,Vernon Twp.,2
35 to 49,Female,White,West Concord,2
35 to 49,Female,Unknown,Rochester W2 P2,1
35 to 49,Unknown,Asian,Byron,7
35 to 49,Unknown,Asian,Rochester W1 P1,3
35 to 49,Unknown,Asian,Rochester W1 P11,2
35 to 49,Unknown,Asian,Rochester W1 P12,4
35 to 49,Unknown,Asian,Rochester W1 P13,4
35 to 49,Unknown,Asian,Rochester W1 P2,2
35 to 49,Unknown,Asian,Rochester W1 P4,1
35 to 49,Unknown,Asian,Rochester W1 P5,1
35 to 49,Unknown,Asian,Rochester W1 P6,3
35 to 49,Unknown,Asian,Rochester W1 P7,9
35 to 49,Unknown,Asian,Rochester W1 P8,3
35 to 49,Unknown,Asian,Rochester W2 P1,2
35 to 49,Unknown,Asian,Rochester W2 P11,4
35 to 49,Unknown,Asian,Rochester W2 P3,2
35 to 49,Unknown,Asian,Rochester W2 P4,1
35 to 49,Unknown,Asian,Rochester W2 P5,3
35 to 49,Unknown,Asian,Rochester W2 P6,1
35 to 49,Unknown,Asian,Rochester W4 P10,2
35 to 49,Unknown,Asian,Rochester W4 P11,1
35 to 49,Unknown,Asian,Rochester W4 P8,1
35 to 49,Unknown,Asian,Rochester W5 P14,1
35 to 49,Unknown,Asian,Salem Twp.,1
35 to 49,Unknown,Asian,Byron,2
35 to 49,Unknown,Asian,Rochester Twp P-1,6
35 to 49,Unknown,Asian,Rochester W1 P10,2
35 to 49,Unknown,Asian,Rochester W1 P11,1
35 to 49,Unknown,Asian,Rochester W1 P12,2
35 to 49,Unknown,Asian,Rochester W1 P13,6
35 to 49,Unknown,Asian,Rochester W1 P2,2
35 to 49,Unknown,Asian,Rochester W1 P6,2
35 to 49,Unknown,Asian,Rochester W1 P7,4
35 to 49,Unknown,Asian,Rochester W2 P1,3
35 to 49,Unknown,Asian,Rochester W2 P10,2
35 to 49,Unknown,Asian,Rochester W2 P11,2
35 to 49,Unknown,Asian,Rochester W2 P2,3
35 to 49,Unknown,Asian,Rochester W2 P3,2
35 to 49,Unknown,Asian,Rochester W2 P4,1
35 to 49,Unknown,Asian,Rochester W2 P5,4
35 to 49,Unknown,Asian,Rochester W2 P6,3
35 to 49,Unknown,Asian,Rochester W2 P9,1
35 to 49,Unknown,Asian,Rochester W4 P10,2
35 to 49,Unknown,Asian,Rochester W4 P11,2
35 to 49,Unknown,Asian,Rochester W4 P12,1
35 to 49,Unknown,Asian,Rochester W4 P8,3
35 to 49,Unknown,Asian,Rochester W4 P9,1
35 to 49,Unknown,Asian,Salem Twp.,2
35 to 49,Unknown,Asian,Stewartville,1
35 to 49,Unknown,Asian,Byron,1
35 to 49,Unknown,Asian,Kasson P-2,1
35 to 49,Unknown,Asian,Kasson P-3,1
35 to 49,Unknown,Asian,Rochester W1 P1,1
35 to 49,Unknown,Asian,Rochester W1 P11,1
35 to 49,Unknown,Asian,Rochester W1 P12,1
35 to 49,Unknown,Asian,Rochester W1 P13,6
35 to 49,Unknown,Asian,Rochester W1 P14,1
35 to 49,Unknown,Asian,Rochester W1 P7,2
35 to 49,Unknown,Asian,Rochester W1 P8,3
35 to 49,Unknown,Asian,Rochester W1 P9,2
35 to 49,Unknown,Asian,Rochester W2 P1,1
35 to 49,Unknown,Asian,Rochester W2 P10,1
35 to 49,Unknown,Asian,Rochester W2 P11,1
35 to 49,Unknown,Asian,Rochester W2 P3,1
35 to 49,Unknown,Asian,Rochester W2 P5,1
35 to 49,Unknown,Asian,Rochester W2 P6,1
35 to 49,Unknown,Asian,Rochester W4 P11,2
35 to 49,Unknown,Asian,Rochester W4 P13,1
35 to 49,Unknown,Black,Byron,2
35 to 49,Unknown,Black,Hayfield,1
35 to 49,Unknown,Black,Rochester W1 P10,3
35 to 49,Unknown,Black,Rochester W1 P11,2
35 to 49,Unknown,Black,Rochester W1 P4,1
35 to 49,Unknown,Black,Rochester W1 P7,1
35 to 49,Unknown,Black,Rochester W1 P8,1
35 to 49,Unknown,Black,Rochester W1 P9,1
35 to 49,Unknown,Black,Rochester W2 P2,1
35 to 49,Unknown,Black,Rochester W2 P3,2
35 to 49,Unknown,Black,Rochester W2 P4,1
35 to 49,Unknown,Black,Rochester W2 P5,1
35 to 49,Unknown,Black,Rochester W2 P6,1
35 to 49,Unknown,Black,Rochester W2 P9,1
35 to 49,Unknown,Black,Rochester W4 P10,4
35 to 49,Unknown,Black,Rochester W4 P11,5
35 to 49,Unknown,Black,Rochester W4 P12,1
35 to 49,Unknown,Black,Rochester W4 P9,13
35 to 49,Unknown,Black,Rochester W5 P14,1
35 to 49,Unknown,Black,Stewartville,1
35 to 49,Unknown,Black,Kasson P-3,1
35 to 49,Unknown,Black,Rochester W1 P12,1
35 to 49,Unknown,Black,Rochester W1 P13,2
35 to 49,Unknown,Black,Rochester W1 P4,3
35 to 49,Unknown,Black,Rochester W1 P6,1
35 to 49,Unknown,Black,Rochester W2 P1,4
35 to 49,Unknown,Black,Rochester W2 P10,1
35 to 49,Unknown,Black,Rochester W2 P11,1
35 to 49,Unknown,Black,Rochester W2 P2,2
35 to 49,Unknown,Black,Rochester W2 P3,1
35 to 49,Unknown,Black,Rochester W2 P5,4
35 to 49,Unknown,Black,Rochester W2 P6,2
35 to 49,Unknown,Black,Rochester W2 P9,1
35 to 49,Unknown,Black,Rochester W4 P10,1
35 to 49,Unknown,Black,Rochester W4 P11,2
35 to 49,Unknown,Black,Rochester W4 P8,3
35 to 49,Unknown,Black,Rochester W4 P9,6
35 to 49,Unknown,Black,Stewartville,2
35 to 49,Unknown,Black,Rochester W1 P10,2
35 to 49,Unknown,Black,Rochester W1 P11,1
35 to 49,Unknown,Black,Rochester W1 P12,2
35 to 49,Unknown,Black,Rochester W1 P4,1
35 to 49,Unknown,Black,Rochester W1 P5,2
35 to 49,Unknown,Black,Rochester W1 P7,1
35 to 49,Unknown,Black,Rochester W2 P1,2
35 to 49,Unknown,Black,Rochester W2 P2,1
35 to 49,Unknown,Black,Rochester W2 P9,1
35 to 49,Unknown,Black,Rochester W4 P11,4
35 to 49,Unknown,Black,Rochester W4 P12,1
35 to 49,Unknown,Black,Rochester W4 P8,3
35 to 49,Unknown,Black,Rochester W4 P9,8
35 to 49,Unknown,Hispanic,Dodge Center P-1,1
35 to 49,Unknown,Hispanic,Rochester W2 P5,1
35 to 49,Unknown,Hispanic,Stewartville,1
35 to 49,Unknown,Hispanic,Rochester W2 P10,1
35 to 49,Unknown,Hispanic,Rochester W4 P10,1
35 to 49,Unknown,Hispanic,Rochester W4 P8,1
35 to 49,Unknown,Hispanic,Rochester W4 P9,1
35 to 49,Unknown,Hispanic,Kasson P-3,1
35 to 49,Unknown,Hispanic,Rochester W1 P10,1
35 to 49,Unknown,Hispanic,Rochester W1 P8,1
35 to 49,Unknown,Hispanic,Rochester W2 P9,1
35 to 49,Unknown,Native,Rochester W2 P9,1
35 to 49,Unknown,White,Byron,17
35 to 49,Unknown,White,Canisteo Twp.,1
35 to 49,Unknown,White,Concord Twp.,1
35 to 49,Unknown,White,Dodge Center P-1,3
35 to 49,Unknown,White,Ellington Twp.,1
35 to 49,Unknown,White,Hayfield,2
35 to 49,Unknown,White,Hayfield Twp.,1
35 to 49,Unknown,White,Kalmar Twp.,1
35 to 49,Unknown,White,Kasson P-2,6
35 to 49,Unknown,White,Kasson P-3,5
35 to 49,Unknown,White,Mantorville Twp.,5
35 to 49,Unknown,White,Rochester Twp P-1,4
35 to 49,Unknown,White,Rochester Twp P-2,1
35 to 49,Unknown,White,Rochester W1 P1,2
35 to 49,Unknown,White,Rochester W1 P10,2
35 to 49,Unknown,White,Rochester W1 P11,3
35 to 49,Unknown,White,Rochester W1 P12,3
35 to 49,Unknown,White,Rochester W1 P14,1
35 to 49,Unknown,White,Rochester W1 P2,1
35 to 49,Unknown,White,Rochester W1 P4,4
35 to 49,Unknown,White,Rochester W1 P5,1
35 to 49,Unknown,White,Rochester W1 P6,8
35 to 49,Unknown,White,Rochester W1 P7,6
35 to 49,Unknown,White,Rochester W1 P8,3
35 to 49,Unknown,White,Rochester W2 P1,3
35 to 49,Unknown,White,Rochester W2 P10,2
35 to 49,Unknown,White,Rochester W2 P11,5
35 to 49,Unknown,White,Rochester W2 P2,5
35 to 49,Unknown,White,Rochester W2 P3,4
35 to 49,Unknown,White,Rochester W2 P5,3
35 to 49,Unknown,White,Rochester W2 P6,2
35 to 49,Unknown,White,Rochester W2 P9,3
35 to 49,Unknown,White,Rochester W4 P11,1
35 to 49,Unknown,White,Rochester W4 P8,1
35 to 49,Unknown,White,Rochester W5 P14,2
35 to 49,Unknown,White,Rock Dell Twp.,1
35 to 49,Unknown,White,Salem Twp.,2
35 to 49,Unknown,White,Stewartville,9
35 to 49,Unknown,White,Vernon Twp.,1
35 to 49,Unknown,White,West Concord,1
35 to 49,Unknown,White,Westfield Twp.,1
35 to 49,Unknown,White,Byron,8
35 to 49,Unknown,White,Claremont Twp.,2
35 to 49,Unknown,White,Dodge Center P-1,1
35 to 49,Unknown,White,Hayfield,1
35 to 49,Unknown,White,Kalmar Twp.,2
35 to 49,Unknown,White,Kasson P-2,5
35 to 49,Unknown,White,Kasson P-3,1
35 to 49,Unknown,White,Mantorville,1
35 to 49,Unknown,White,Mantorville Twp.,5
35 to 49,Unknown,White,Milton Twp.,1
35 to 49,Unknown,White,Rochester Twp P-1,2
35 to 49,Unknown,White,Rochester W1 P1,1
35 to 49,Unknown,White,Rochester W1 P10,3
35 to 49,Unknown,White,Rochester W1 P11,4
35 to 49,Unknown,White,Rochester W1 P12,1
35 to 49,Unknown,White,Rochester W1 P13,1
35 to 49,Unknown,White,Rochester W1 P14,1
35 to 49,Unknown,White,Rochester W1 P2,4
35 to 49,Unknown,White,Rochester W1 P4,2
35 to 49,Unknown,White,Rochester W1 P5,3
35 to 49,Unknown,White,Rochester W1 P6,2
35 to 49,Unknown,White,Rochester W1 P7,3
35 to 49,Unknown,White,Rochester W1 P8,2
35 to 49,Unknown,White,Rochester W2 P1,2
35 to 49,Unknown,White,Rochester W2 P10,1
35 to 49,Unknown,White,Rochester W2 P11,4
35 to 49,Unknown,White,Rochester W2 P2,2
35 to 49,Unknown,White,Rochester W2 P3,2
35 to 49,Unknown,White,Rochester W2 P4,2
35 to 49,Unknown,White,Rochester W2 P5,3
35 to 49,Unknown,White,Rochester W2 P6,3
35 to 49,Unknown,White,Rochester W2 P9,1
35 to 49,Unknown,White,Rochester W4 P10,1
35 to 49,Unknown,White,Rochester W4 P11,2
35 to 49,Unknown,White,Rochester W4 P12,4
35 to 49,Unknown,White,Rochester W4 P13,2
35 to 49,Unknown,White,Rochester W4 P8,3
35 to 49,Unknown,White,Rochester W5 P14,2
35 to 49,Unknown,White,Stewartville,4
35 to 49,Unknown,White,Vernon Twp.,1
35 to 49,Unknown,White,West Concord,1
35 to 49,Unknown,White,Byron,1
35 to 49,Unknown,White,Cascade Twp. P-3,1
35 to 49,Unknown,White,Concord Twp.,1
35 to 49,Unknown,White,Hayfield Twp.,1
35 to 49,Unknown,White,Kasson P-2,1
35 to 49,Unknown,White,Mantorville Twp.,1
35 to 49,Unknown,White,Rochester Twp P-1,3
35 to 49,Unknown,White,Rochester W1 P1,1
35 to 49,Unknown,White,Rochester W1 P10,1
35 to 49,Unknown,White,Rochester W1 P11,1
35 to 49,Unknown,White,Rochester W1 P12,1
35 to 49,Unknown,White,Rochester W1 P2,2
35 to 49,Unknown,White,Rochester W1 P4,1
35 to 49,Unknown,White,Rochester W1 P6,2
35 to 49,Unknown,White,Rochester W1 P8,1
35 to 49,Unknown,White,Rochester W2 P1,2
35 to 49,Unknown,White,Rochester W2 P10,5
35 to 49,Unknown,White,Rochester W2 P11,1
35 to 49,Unknown,White,Rochester W2 P5,2
35 to 49,Unknown,White,Rochester W4 P10,1
35 to 49,Unknown,White,Rochester W4 P8,1
35 to 49,Unknown,White,Stewartville,3
35 to 49,Unknown,Unknown,Rochester W2 P3,1
50 to 64,Male,Asian,Byron,2
50 to 64,Male,Asian,Rochester Twp P-1,12
50 to 64,Male,Asian,Rochester W1 P1,5
50 to 64,Male,Asian,Rochester W1 P10,2
50 to 64,Male,Asian,Rochester W1 P12,2
50 to 64,Male,Asian,Rochester W1 P13,11
50 to 64,Male,Asian,Rochester W1 P14,1
50 to 64,Male,Asian,Rochester W1 P2,5
50 to 64,Male,Asian,Rochester W1 P4,1
50 to 64,Male,Asian,Rochester W1 P6,1
50 to 64,Male,Asian,Rochester W1 P7,11
50 to 64,Male,Asian,Rochester W1 P8,2
50 to 64,Male,Asian,Rochester W2 P1,4
50 to 64,Male,Asian,Rochester W2 P10,6
50 to 64,Male,Asian,Rochester W2 P11,1
50 to 64,Male,Asian,Rochester W2 P3,1
50 to 64,Male,Asian,Rochester W2 P4,1
50 to 64,Male,Asian,Rochester W2 P5,1
